FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal/Attack
1.1438537,615.426,1.7088535,1.8650501,1.0293922,196.12335,8.509049,315.05963,2.1294637,1.9743019,1.2614024,0.99884295,1.8422163,0.99604255,1.8973833,0.9962868,18.755487,2.0568223,684.9503,1.0323445,1.9700842,1.0057905,0.93155724,0.9960659,1.965813,151.26003,188.3856,0.7553259,818.62744,0.9821661,1.9239674,0.99826145,1.0156031,1.2980334,7.913604,156.27753,266.08038,22.50478,1.1937877,0.8906598,0.34193125,0.026407447,1.2696817,0.97500753,168.24022,0.00820274,126.88868,0.032786246,0.9948395,0.98833627,0.9954876,Attack
-0.008497015,821.0706,0.98092324,0.98889244,0.97766495,195.94142,8.561639,364.99408,-0.066974215,0.9625162,1.0075203,1.0000777,0.9993646,0.99927044,0.9317303,0.99942946,1.5297813,-0.0072722198,1027.1885,1.0207317,1.0085616,1.0163528,2.0855193,1.0010502,1.0258633,148.02922,335.90073,-0.03513191,191.94629,0.9722432,0.9716916,0.9996232,0.9923428,0.9701381,7.4692683,206.68216,270.47586,14.496004,-0.029606737,-0.03128718,-0.00401987,0.0019586938,1.0039493,0.9919554,5.257682,0.004665502,-1.1921624,-0.0050449884,1.0007833,1.0047446,0.98969346,Attack
-0.05586137,813.72296,0.95564383,0.97360414,0.99222195,194.47993,8.54232,367.74176,-0.08319371,1.0578228,1.0009397,0.9993999,0.9880865,1.002034,0.9898987,1.0017226,2.0649166,-0.04125891,1016.84705,1.0039101,0.9975621,0.9993189,1.9401232,0.9998578,0.98816377,147.51093,336.22076,0.026936911,245.36523,0.9839821,1.0018756,0.9996995,0.99052525,1.0251348,7.4335814,194.8711,269.43942,15.193115,-0.0110997325,-0.0069194296,0.013660775,0.010914426,1.0376589,1.0048202,11.14524,0.02014608,2.35868,-0.0050862646,0.99216217,0.9890835,0.98677623,Attack
-0.15490855,819.9534,0.7228497,1.1547469,0.98670876,185.24709,8.631242,319.03317,0.2239122,0.9558258,0.97906935,1.0089886,1.1257912,0.9950372,1.0145459,0.9960101,5.2381897,0.47496787,982.1135,1.0104196,1.1756104,1.0540888,1.8878344,0.99620545,1.1907133,145.71863,219.85724,0.5664282,364.61554,1.0005722,1.3825934,1.0010192,0.98145807,1.3458396,7.6743345,180.9131,265.81085,14.532381,0.59083116,0.45101744,0.23427902,0.07846751,1.375226,0.9831793,91.31265,0.16829236,65.47475,-0.014481413,0.9996848,0.9889373,0.9940876,Attack
-0.09144069,811.42285,0.9639022,1.0027592,0.98830205,192.07385,8.556214,354.59122,-0.00359111,1.0068122,1.0164423,0.9962548,0.9920166,0.99941677,1.0022994,0.99899787,1.4229479,-0.0036052228,1012.25714,1.0141252,0.9858176,1.0043571,2.0458186,0.9965342,1.005837,147.09529,323.51788,0.013162516,225.89456,0.9778955,1.0059036,0.99897325,0.9863817,1.0135863,7.5248017,215.6548,268.6581,14.987562,0.018691383,0.01945199,0.013764546,0.008036878,1.0110275,1.0012519,12.856269,0.025026508,5.9609213,0.0012335182,0.99615854,1.0068593,0.9944629,Attack
1.6586242,676.20105,1.6499462,1.1823003,1.0183214,182.01378,8.595129,306.52893,0.44962347,1.4927819,1.052627,0.9989201,1.1725546,1.0014023,1.1640135,1.0000596,13.135623,1.4438276,1009.48834,0.9957211,1.6394166,0.9961419,1.2993301,0.9968605,1.6778544,147.32472,163.0151,1.5074733,721.3921,0.99614817,1.898428,0.9987523,0.99371606,1.9539099,7.777064,158.29945,266.26443,13.803897,1.5631751,1.1730746,0.66943944,0.27452376,1.9539447,0.9951879,228.63356,0.8113236,169.99187,0.013678052,0.98346984,0.99378675,0.9964091,Attack
-0.054001465,810.80206,0.9773582,0.9920499,0.9930396,188.19595,8.605337,337.9107,-0.012788226,1.0248944,1.0168217,1.0012826,0.9833961,0.99961454,1.0229598,0.9992343,1.2037001,-0.024275636,1020.78876,1.0162692,0.97540957,0.9998138,1.9907935,1.0008333,0.9811788,147.87401,299.98407,-0.030240275,246.0297,0.98798347,0.99454117,0.9997983,0.98968226,0.9857093,7.6108675,226.8831,266.81528,14.484408,-0.03494505,-0.009223268,-0.009868219,-0.004550059,0.98723763,1.0063524,5.5466986,-0.017419748,1.3128272,0.0017176244,0.9937114,1.0051348,0.99150383,Attack
-0.061593905,820.63477,1.0060105,0.9910439,0.9928991,191.26018,8.587244,346.0549,-0.00760739,0.99948114,1.0348477,0.995453,0.98355854,0.9988752,0.99558926,0.9992248,1.5685005,0.028676772,1016.1203,1.0113649,1.0032612,1.0057205,1.9783126,0.9997777,1.008158,147.11813,317.9896,-0.03857217,253.46881,0.9907266,1.0060903,0.9998557,0.9882376,0.99714434,7.558745,223.38638,267.32498,14.917995,0.0014199845,0.00461997,-0.0056057707,-0.0062279445,0.9896888,1.0005298,8.564048,-0.013928941,4.23693,0.006225382,0.9951793,1.0002995,0.99489903,Attack
-0.07019378,818.1203,0.9894254,1.0038958,0.9978113,193.3647,8.569135,354.49503,0.0014810067,0.9808781,0.9946852,0.9988428,1.000342,1.000078,1.0078893,1.000277,1.6272593,0.013110542,1020.7819,1.0002695,0.99675673,0.9977816,1.9960564,1.0008142,1.0085003,148.0702,331.51483,-0.07798789,223.26419,0.98743594,0.9515419,0.9991019,0.9914733,0.96714884,7.5089912,220.69914,268.55307,14.497576,-0.0816559,-0.06393735,-0.02605368,-0.010196034,0.9637419,0.9998691,-0.8033533,-0.044245414,-5.441888,0.0075591095,0.99745125,0.9986192,0.9944169,Attack
0.43183836,746.94495,1.345845,1.6246072,0.9943136,210.68408,8.526133,326.08508,1.5190886,1.5994205,1.0433271,1.0035535,1.6297517,1.0015323,1.6429176,1.0025911,10.331401,1.2729397,948.99,0.978522,1.5358323,1.0093622,1.3989316,0.99767905,1.5772725,147.18637,246.88838,0.36332408,598.1831,0.99163324,1.6087432,0.9995867,0.99620783,1.0340947,7.903783,199.32301,266.83487,14.637869,0.72447497,0.509555,0.19780467,-0.012788031,1.0161346,0.9628738,103.55321,-0.042520992,84.14636,0.009447598,0.9960263,1.0007931,0.99148667,Attack
-0.28950098,796.04266,0.8489957,1.6769623,1.0955982,207.8217,8.533515,318.0238,1.7253453,1.731324,0.9838589,0.9928002,1.6605998,1.0016071,1.7074058,1.0010103,11.065494,1.2043021,949.6982,0.99816173,1.4881579,0.98050535,1.325557,1.0045314,1.5302953,145.21394,186.6905,1.2480899,725.90063,1.0062567,1.7771041,0.99871975,0.9999599,1.6357064,7.8303347,165.41188,264.77728,14.14994,1.2391809,0.89621216,0.4796086,0.16727357,1.6233003,1.0142891,178.43877,0.58868366,131.63855,-0.01986827,0.9830965,1.0029293,1.0055026,Attack
0.11591779,805.5648,0.9453832,0.99316925,0.97509426,193.35089,8.55953,366.72464,0.0058468087,1.0075732,1.1466821,1.001458,1.0076342,1.0033536,0.9745319,1.0051701,1.114399,-0.06841967,1020.339,0.9889355,1.0404999,0.96890664,1.9110466,0.99056077,0.9749128,147.2627,322.60907,0.009327792,261.6136,0.9784697,1.0559222,0.9995955,0.9782725,1.0173236,7.52809,207.99866,267.9728,16.85738,0.060023032,0.061986938,0.0143372575,0.002393465,1.0179464,1.0134819,14.543586,-0.043830805,9.774222,0.03062181,0.99575305,1.0320115,0.9924811,Attack
2.3272922,560.59406,1.8778507,2.0028536,1.013642,207.64558,8.508851,324.34335,2.4349587,2.0102363,0.9782507,0.9929818,2.0061889,0.9967302,2.0203483,0.99675524,19.789165,2.171021,890.1635,1.0079862,1.9539258,1.0013167,0.96436906,0.99983585,1.9719304,149.54413,152.12195,1.6613259,878.8222,0.9784178,2.0266824,0.99924713,0.9977514,1.977769,7.8168473,141.84358,268.51004,15.881914,1.7250178,1.2968045,0.73471916,0.2999608,1.99288,0.99309087,249.33043,1.0047958,189.3407,-0.00033655655,0.99981,1.0049685,0.9939988,Attack
0.09619473,807.2782,1.020856,1.0212309,1.005667,191.69502,8.594907,338.82504,-0.0020587938,1.041365,1.0168319,0.9887888,1.00173,1.00018,1.0390254,0.99974835,1.4984913,-0.039319374,1016.6609,0.9964773,1.0002546,1.0066338,1.9498243,0.9971623,1.0070444,145.0711,291.39276,0.16602136,270.48868,0.98368347,1.0847342,0.99940306,0.99678737,1.0977517,7.604107,220.83275,268.03384,15.424198,0.15219077,0.10918124,0.06662868,0.032423448,1.0971314,0.9966991,33.84942,0.028497167,21.266487,0.0048118616,0.9843946,1.0021837,1.0004146,Attack
-0.15270533,812.9759,0.91564107,1.00511,0.99204993,192.31157,8.572992,350.8057,-0.0011421937,1.0273466,1.0177156,0.9974061,0.99658227,0.9992177,0.97468096,0.9984368,0.93453974,-0.015082574,1007.44574,1.0206928,0.97248566,1.0044565,2.049838,1.000689,0.9959942,147.80507,316.0436,-0.022911288,220.07718,0.98281825,0.99449587,0.9994605,0.98740333,0.9959372,7.5408273,217.05304,268.57104,13.80854,-0.002096332,0.0006640097,-0.004051639,-0.000523765,0.99291295,1.0026962,9.215598,-0.0101232445,3.0647652,-0.003248126,0.9984847,1.0005529,0.9945895,Attack
-0.07710172,810.4305,0.9889967,0.9992463,0.99449396,192.32289,8.585881,347.8994,-0.0018555421,0.99685764,1.0022326,0.9993182,0.9944561,1.0004938,0.9936005,1.0001389,1.503768,0.051860355,1019.64667,1.009918,1.0033097,1.0042683,1.9877769,1.0010735,1.0244347,148.58183,319.65524,-0.011525966,247.81323,0.98684067,0.9976118,0.9995788,0.993109,1.0011326,7.5544024,224.50552,267.77945,14.139342,-0.006451643,-0.005069361,-0.0015618936,0.0008558143,0.9969604,1.0048052,8.380271,-0.013065091,2.515113,0.0047360277,0.9947051,1.0016179,0.9952916,Attack
-0.0757847,808.9938,0.9824975,1.0240644,0.9860176,193.33868,8.564257,354.54935,0.06317098,1.0271059,1.0064178,0.99731207,1.0155393,0.9997136,1.0382271,0.9990789,1.3734331,0.028726125,1012.77893,1.0124198,0.99269253,1.0037011,1.9928745,0.9994328,1.0086796,147.67636,324.71228,-0.010455348,246.83737,0.981858,0.99770916,0.9998602,0.99119735,1.0063983,7.523762,217.49454,268.416,14.96219,-0.0033513673,0.0037763854,0.0021363958,0.0028307694,1.006104,1.0020123,10.03501,0.007631906,4.242667,0.0028111546,0.9927663,1.0017864,0.99455005,Attack
-0.2737966,805.4929,0.8767903,1.0026698,1.002199,183.91254,8.640839,324.27643,-0.030741861,0.96007615,0.94928646,1.002478,1.0067458,0.99788857,0.953242,0.99883497,2.0426607,0.20303455,990.83496,1.0130862,1.0374254,1.0480529,2.011313,1.0001361,1.0941241,148.66515,242.86983,0.38311908,309.82428,0.9876257,1.2907667,0.9999198,0.98987085,1.2688758,7.6549244,198.62086,265.38257,13.738255,0.44523993,0.35665584,0.17875268,0.06291024,1.262048,0.9920404,73.0843,0.08833427,51.35222,-0.024037313,1.003042,0.9962013,0.9855122,Attack
1.5105242,633.5371,1.4882897,1.4426535,1.3047123,203.74933,8.556154,322.8316,1.3142303,1.5372838,1.1012031,0.9717598,1.4703841,0.9988466,1.4350164,0.99723583,10.749288,1.07489,966.2636,1.0402094,1.4219208,0.9892426,1.483172,1.0073813,1.5337656,152.80699,241.48692,0.52962893,578.18835,0.9644431,1.5265498,0.9991709,1.0207641,1.3490182,7.7999277,217.86455,265.88162,15.058749,0.84339356,0.6048705,0.30741513,0.113730446,1.3248235,1.0049567,123.06131,0.4718889,95.31311,-0.01651408,0.9869688,0.98408014,0.9937444,Attack
2.6247182,507.50714,2.0147643,2.0002615,0.99292576,190.35382,8.558517,317.68576,2.475061,2.009652,1.0477569,0.9947859,2.0116856,0.9992129,2.018001,0.9994374,18.867718,2.305167,807.9161,1.0081961,2.011895,1.0139564,0.95675975,1.0016878,2.0252378,149.92863,148.78891,1.6899687,910.95526,0.981793,2.0217092,0.9997703,0.98810065,2.0107634,7.7741594,139.31706,264.5633,14.080896,1.72777,1.294629,0.7366692,0.3056621,2.0088446,1.0033522,249.96666,0.97300667,188.79742,-0.0007502267,0.9908598,0.99590135,0.9919765,Attack
2.38033,609.6881,1.9284756,1.9358721,0.9815084,252.33627,8.415017,330.6007,2.3133073,1.9356529,1.0483828,0.9945921,1.9421319,0.99805415,1.957191,0.997644,20.86634,2.3165226,931.089,1.0196056,1.9377187,1.0062891,0.991916,1.0045048,2.0417962,147.59148,148.33102,1.6833977,924.8816,0.96944517,2.0341885,1.0004262,0.98440117,2.0270636,7.859634,141.40956,261.3899,11.300512,1.7455337,1.3030478,0.74843335,0.31417164,2.0249891,1.0097102,253.86882,1.510613,192.20256,-0.0008847758,0.99414074,1.0012221,0.97914153,Attack
-0.088066235,810.5578,0.99872094,0.9827821,0.9950987,191.85603,8.588329,343.68076,-0.036806036,0.9952961,0.9924898,0.999411,0.9853537,1.0010113,0.9961782,1.000325,1.1389084,0.03606882,1014.9112,1.0046654,1.0069853,1.0056939,1.986544,0.99945235,1.0141412,147.36877,312.93033,0.019937538,248.65543,0.98628116,1.0069585,0.999315,0.99592924,1.0138972,7.575812,227.21275,267.46957,14.96014,0.017076693,0.002508833,0.009825156,0.008331697,1.0058529,1.0031619,12.284904,0.018678017,4.987586,0.0058429344,0.99322146,1.0004232,0.99511284,Attack
-0.3250455,767.9426,0.6545848,1.5855372,1.0105574,198.69855,8.589273,315.39597,1.5108467,1.5380328,1.098781,1.005194,1.5630201,0.99610245,1.5019537,0.99637467,9.890911,1.3613644,890.8395,1.0063,1.5869821,1.0455936,1.4323597,0.9989959,1.6073216,149.11032,205.97061,0.55519736,559.3636,0.9985055,1.534136,1.0007081,0.96590286,1.2121394,7.795028,170.76816,263.17114,16.543457,0.68225414,0.56314,0.20117183,0.017822828,1.2353178,0.99644417,99.20449,0.030195542,72.03501,0.0016251161,0.9785364,0.99509275,0.99569064,Attack
1.5721648,596.5224,1.6580448,2.0309215,1.0241377,218.6268,8.4661875,329.15112,2.50089,2.0574546,1.1343099,0.99019194,2.0167284,0.99615884,2.0554678,0.99596125,21.579124,2.1698086,904.0393,1.0452073,1.9644284,1.0002515,0.9613075,0.9980235,1.980923,151.02545,187.16255,1.0983931,857.0077,0.97029483,2.0536516,0.9983602,1.0111669,1.5222373,7.939369,161.32059,266.9342,17.277916,1.5302126,1.1450155,0.54347265,0.14663363,1.558837,0.992767,216.50603,0.47694337,168.76898,0.01105723,1.006163,1.0158719,0.97978,Attack
2.7295368,585.56824,2.1327763,1.3332807,0.97737056,232.29462,8.500651,314.252,0.84922475,1.5396898,1.0324346,0.9938191,1.3407856,0.9985199,1.3781569,0.99693364,22.120312,2.2533987,989.72235,1.0138661,1.9936569,0.9992266,0.9484412,1.0054885,2.002593,149.65382,152.095,1.6801455,897.03754,0.97138304,2.0244079,0.99929255,0.9850847,2.0000196,7.850662,141.46509,263.6807,12.113383,1.7320994,1.2814108,0.7347569,0.3084695,1.9961197,1.0102158,250.41809,1.367148,190.06033,-0.0041474504,0.9964401,1.0029985,0.98096037,Attack
0.012655601,790.6363,1.0269123,1.1781784,1.0075616,202.5138,8.58726,330.41797,0.4495387,1.1994714,0.997606,1.0004038,1.1695341,0.9996569,1.2068814,0.9997209,2.6414213,0.23867133,997.9318,1.0130185,1.0608157,1.0027997,1.8431951,0.99944997,1.0991712,145.16597,283.59293,0.09364917,361.65768,0.9921597,1.1811556,0.9996954,0.9874407,0.97874904,7.734245,228.16261,266.06146,12.261038,0.20506999,0.14385797,0.044543937,-0.0127670355,0.96421164,0.9993802,33.809,-0.044867687,24.203278,-0.008860751,0.9876068,1.0139472,0.9901827,Attack
0.45766184,748.03394,1.1161338,1.0479672,1.170626,184.60725,8.605193,309.67313,0.16281529,1.1261612,1.0163951,0.9983263,1.0068339,0.995778,1.1022526,0.99554056,16.688768,0.9306105,1003.74524,1.0341645,1.5246456,0.9690282,1.4417675,0.99056727,1.4274486,143.594,186.12497,1.1848748,597.52814,0.9996643,1.6932863,0.9996803,1.0118228,1.7122831,7.7507334,167.144,263.47275,18.144285,1.1365187,0.86186,0.48127395,0.1944741,1.7252653,1.018584,172.13411,0.5320866,124.080284,0.019150946,0.98849404,1.0140176,0.98950267,Attack
-0.051190987,814.144,0.9797754,0.9949958,0.99671865,194.44968,8.552354,361.41428,-0.015745452,1.0005314,0.9905918,0.9975988,0.9922136,0.9999189,1.004998,0.9996726,1.0347843,0.034638308,1012.04443,1.0100856,0.9962633,1.0064012,1.9922017,0.99938875,1.0248696,146.71924,334.69293,0.0061494336,246.66602,0.9838861,0.99506164,0.9996157,0.9943784,1.0122144,7.473465,208.95854,268.778,15.960288,-0.006263769,-0.006526039,0.0010788306,0.003967266,1.0056777,0.9999715,8.461463,0.00808669,1.9142982,0.005153165,0.9942219,1.0004452,0.992522,Attack
-0.06781222,807.5926,1.0136358,0.97728246,0.99312866,190.58786,8.59177,341.09344,-0.086081795,1.0184939,1.0167826,0.9993653,0.98693854,1.0001608,0.9633276,0.9997857,1.3033247,0.0036775111,1014.24756,1.0018493,1.0019417,1.0065696,2.0087526,0.9976169,1.0042522,148.50185,306.63156,0.04829254,238.64597,0.98474914,1.0139369,0.9992709,0.99252635,1.0203432,7.586738,225.1976,267.3706,15.187707,0.037071668,0.011763825,0.02067794,0.01393747,1.0160111,1.0019741,15.765784,0.04914797,6.743476,0.0021715465,0.9972008,1.0025584,0.9974508,Attack
-0.34232453,773.1942,0.6791053,1.444858,0.9994534,174.13455,8.618765,306.4566,1.0029241,1.530173,1.0018339,1.0050814,1.4135944,1.0011339,1.381512,1.0029224,5.5586467,1.0475352,927.4988,0.995174,1.316742,1.0470879,1.6433138,0.9920379,1.4613588,146.28835,163.43805,1.2285953,591.20496,0.9823611,1.8442425,1.0006651,0.99165756,1.7496618,7.7456017,155.10611,264.08307,14.264251,1.3200977,1.0625802,0.5225462,0.17706735,1.7644175,1.0011685,190.00525,0.3702705,141.8017,0.020169523,0.998208,0.9922554,0.9616004,Attack
-0.054960027,819.4012,0.9816839,1.0023607,0.99912006,195.39708,8.559316,361.76718,0.012452553,0.99315923,0.99522346,0.9949528,1.0042682,0.9992485,1.0145485,0.9993626,1.4096775,0.012437248,1018.0407,1.0066221,0.997781,0.9976134,1.9986459,0.99933904,1.015051,147.54068,335.7744,-0.04424963,231.81226,0.98756707,0.960681,0.9991336,0.9935334,0.9829698,7.4812293,212.82516,269.23602,15.921723,-0.06333951,-0.04617928,-0.016038788,-0.0058484417,0.9780352,1.000342,2.7969732,-0.026974492,-3.0964744,0.010317044,0.9942023,1.0000465,0.9937513,Attack
-0.18298711,816.2714,0.84173787,1.0303593,0.97356504,194.01982,8.576794,343.62964,0.04801054,1.0467607,1.0772942,1.0019505,1.0307709,0.9996995,0.92898524,0.9987456,1.2519255,-0.016942715,1012.04156,1.0219303,0.9886842,1.0061232,2.0541534,1.0026796,1.0085378,148.9468,305.07098,0.006157063,218.08926,0.99150085,0.9965029,1.001147,0.9813427,0.9899544,7.5732965,215.25996,268.09567,15.247593,-0.011441744,-0.023088142,-0.009701862,-0.0020340723,0.98682773,0.9962374,7.4637976,0.0026215992,1.1232978,-0.011001703,0.9981423,0.9990965,1.0059007,Attack
-0.07937898,815.4506,0.97602105,0.9628713,0.99670106,193.18729,8.584414,347.19547,-0.0825712,0.9647354,0.9758564,0.9969071,0.965551,1.0013703,0.97225434,1.0007796,1.3164749,0.067654155,1015.72797,1.0054938,1.0291226,1.0040019,2.001238,1.0011303,1.0261165,147.5385,324.2972,-0.067884065,221.4219,0.98714656,0.95923996,0.9992874,0.9926527,0.97043645,7.5457225,228.37366,267.9288,14.899578,-0.057077207,-0.057971463,-0.02422495,-0.0058901203,0.96612257,1.0043107,0.83077145,-0.04233568,-3.6281517,0.0052191755,0.9958011,0.9985755,0.99497736,Attack
1.3825021,588.9772,1.396452,1.7092663,1.1766373,253.84705,8.442855,334.8742,1.7217631,1.8671257,1.1200004,1.0227715,1.7876825,0.9884836,1.6653887,0.9897981,29.522957,0.9596037,883.1888,0.94409716,1.127573,2.205002,1.9235322,1.0062513,1.2960982,148.79166,158.64836,1.6584013,709.2733,1.0063918,2.033034,0.999909,0.97982746,1.9663174,7.889511,144.98537,261.6793,26.866993,1.7062992,1.245078,0.7361415,0.29555148,1.9488528,0.99717504,247.78278,1.5872817,189.86003,0.14352804,1.0037832,0.97839403,0.98275435,Attack
0.073271856,801.1216,1.0787426,0.9984126,1.0044851,190.63254,8.570708,341.99646,0.005974124,1.0210133,1.0557971,1.0056751,0.99320245,0.9986946,1.0225312,0.99865997,2.7573204,-0.03239534,996.81116,0.9905726,0.97433347,0.97591525,2.013974,0.9999486,0.9988351,151.21584,303.41132,0.12030139,242.7392,0.98574334,1.1066875,1.0008526,0.98625076,1.0601783,7.607067,220.79503,267.84778,15.014426,0.14633581,0.102777734,0.059549496,0.018664774,1.0234473,1.0015091,30.855444,0.055540033,18.287529,0.022224218,0.98615557,1.0015377,1.0034046,Attack
0.9068186,665.8887,1.4225038,1.9380293,1.0538521,205.75395,8.517924,318.56433,2.24714,1.9983735,0.9941431,0.98597336,1.9138817,0.9965889,1.9737947,0.99638736,19.050762,1.9883283,914.37866,1.0064243,1.8357189,0.9951706,1.0045745,0.99601126,1.8938062,146.77362,167.06635,1.402105,853.4223,0.9836899,2.0149279,0.99846137,1.0198847,1.7569605,7.8603725,151.79134,268.43683,18.2246,1.5958853,1.1952841,0.6127011,0.20892586,1.7660978,0.99179786,224.64517,0.61306196,170.95584,0.008073707,1.0041416,1.0154388,1.0009294,Attack
0.020945296,811.8722,0.9915349,0.9729359,0.9877793,193.25682,8.57528,344.8427,-0.10033231,0.97383046,1.0024763,0.9985823,0.96300685,0.9998563,0.943973,1.0002894,0.8700866,0.0060009,1019.7565,1.0105073,0.98712784,1.0018847,1.9495134,0.9997065,1.0102963,146.59056,309.99753,-0.062098242,251.66486,0.99705714,0.99192667,0.99925053,0.98976034,0.9717685,7.5644107,215.84062,266.92154,14.87595,-0.047648586,-0.039392516,-0.02094586,-0.015787292,0.95683825,1.0008078,4.2975225,-0.07567673,-0.5949944,-0.0036991022,0.9971881,0.9947728,0.9932499,Attack
0.015116438,802.5941,0.94473356,1.0842899,0.9993027,186.54604,8.611624,323.54465,0.17147715,1.0210577,1.0832049,0.9960242,1.0429193,0.9994509,1.0636452,1.0002415,2.77314,0.21550396,995.8602,1.0161134,1.1304585,1.0081747,1.8611795,1.0000091,1.1274484,144.28093,266.77182,0.022663258,298.2188,0.9918545,1.0712892,0.99867886,0.9889834,1.000002,7.685436,218.45576,264.55365,15.295549,0.041912876,0.054589108,0.005081044,-0.015034471,1.0113467,1.0025687,16.05544,-0.11744832,6.364051,-0.004470556,0.9955989,0.9973425,0.9949345,Attack
-0.1521901,821.1148,1.0061684,1.0266781,0.97812533,188.06862,8.574841,344.8296,0.11277158,1.0116758,1.0963622,1.0010265,1.0394711,0.9987471,1.0373071,0.99966365,-0.89304835,-0.15050277,980.041,0.98834467,0.956897,0.99711466,1.9288695,0.99575394,0.923734,149.84985,306.72208,0.0641829,276.7001,0.9895939,1.0802622,0.9994294,0.98300177,1.0547984,7.583663,219.37349,267.1269,17.90374,0.101320826,0.08417024,0.03756903,0.0024530995,1.0286506,0.99138683,24.298285,0.04351277,17.077957,0.012809967,0.98718965,0.98897165,0.99391943,Attack
0.006942019,814.6662,1.0210359,0.999675,0.98717046,189.44699,8.612996,336.4189,-0.046862412,1.038661,1.0414859,1.0013318,0.99463904,0.9997139,1.0048628,0.9995405,1.488534,-0.0034421445,1014.9454,1.0059786,1.0065846,0.99040145,1.9532635,0.99908924,1.0119299,147.4886,300.76794,-0.0068607107,247.2333,0.99337804,0.9996078,0.9996686,0.9934501,0.9920035,7.6085644,227.79814,266.78198,15.844485,-0.021292485,-0.019570515,-0.0086435815,-0.006143574,0.9928018,1.0049182,7.024024,-0.022936217,0.14923778,0.0041668806,0.9937259,1.0047374,0.9980595,Attack
-0.062131777,813.92914,0.9768001,0.98684597,0.9920919,192.19041,8.577223,349.29163,-0.038798857,0.9944679,1.0044175,0.9975398,0.9795676,0.9999783,0.9748907,0.99970144,1.4496603,0.057982348,1017.40497,1.0058441,1.0043933,1.0040318,1.993983,0.9994135,1.030298,148.082,322.20563,-0.01061783,245.51764,0.98524576,0.99192137,0.9996957,0.9889809,1.0051001,7.5404973,222.29791,268.004,15.168824,-0.012516177,-0.007020996,-0.0062065856,-0.0002666902,1.003188,1.0020999,7.9418707,-0.011608235,1.8290931,0.010749111,0.9941944,0.99785244,0.9955146,Attack
2.0548608,538.40436,1.7869424,2.0312843,0.9772089,174.526,8.627583,305.399,2.526782,2.0494025,1.2244333,0.9970731,2.0194097,1.0000902,2.0219784,1.0004345,19.143013,2.2810495,542.77673,1.0180486,2.0226545,1.0030559,0.9739234,1.0042282,2.0306523,147.60774,138.00987,1.5271838,907.5783,0.9863707,2.0289803,0.9986812,0.9901016,1.9617084,7.7484837,128.2702,260.2669,15.111742,1.6727717,1.2565886,0.6893878,0.26991683,1.9416338,1.0095592,240.63126,0.8415112,180.66377,-0.012606152,0.9984573,1.0035096,0.9903662,Attack
0.014268145,796.6659,1.0349592,0.8644579,0.9708899,189.85188,8.544479,350.9372,-0.33301932,0.917772,1.0054337,1.0083342,0.84511966,0.9977691,1.0076053,0.9965443,-3.0927324,-0.12132845,977.9314,1.0065734,0.9336113,0.9878363,1.990661,0.9911784,0.9356927,145.22856,343.4584,-0.09106467,210.98965,0.98869765,0.9317554,1.0000712,1.004728,0.9159106,7.478247,217.8072,269.1736,25.72557,-0.13048044,-0.11724572,-0.06721939,-0.021530244,0.89716196,1.0079061,-12.307382,-0.087684624,-17.244911,0.03071517,0.9951414,0.9870331,1.0073907,Attack
0.59936965,688.25366,1.1734614,1.5665959,0.9997069,182.10716,8.625613,308.26956,1.4306002,1.6598029,1.1666774,1.0043368,1.5719006,0.9996474,1.4864098,1.0005413,13.973002,1.7517765,843.1009,1.0003593,1.789408,1.02247,1.2260834,1.0003012,1.7913781,150.56044,186.09692,0.66600734,687.3258,1.009747,1.7266986,0.9998016,0.99088967,1.3746853,7.8098297,164.51558,261.0042,17.732626,0.9676995,0.7739193,0.32186443,0.058466922,1.3655856,1.012208,140.93594,0.07320685,107.90164,0.020585315,0.98003644,0.98129106,0.98353004,Attack
-0.2074299,820.6221,0.9496559,1.012426,0.9998389,190.46454,8.582973,341.5643,0.003254841,1.0591397,1.0731732,0.99317694,0.9953368,0.99822474,1.0078017,0.9980179,1.1674852,0.11751332,998.1925,1.0276823,1.0473812,0.98635745,2.0473096,0.9994,1.0604554,146.97003,283.96817,0.19755103,251.29807,0.98682827,1.1426896,0.9988357,0.97837484,1.1256739,7.602559,210.36705,268.28198,15.70863,0.2209731,0.17415889,0.08867104,0.035440948,1.1086127,1.0013218,39.763893,0.05943323,28.630043,-0.012801162,0.9950872,1.0140586,0.99275506,Attack
-0.09028031,811.84766,1.0042646,0.999907,0.9947292,192.40639,8.583054,346.89865,0.014058302,1.0140836,0.99481267,0.9993957,1.0031308,1.0007454,1.0166439,1.0001203,1.5185003,0.071081065,1014.0564,1.0030419,1.0161873,1.0071436,1.9723856,1.0005639,1.0272354,147.8137,319.58374,0.00855305,252.52832,0.9840238,1.0047848,0.9999222,0.9917174,1.0132526,7.5548644,225.37003,267.67648,14.789112,0.013845288,0.0025015017,0.0075303777,0.006536256,1.0081223,1.0025291,11.590735,0.016829021,5.011451,0.005932742,0.9944359,1.0003227,0.99619496,Attack
